,Unnamed: 0, ,PLAYER,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2498,289,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,MEM @ OKC,MEM,OKC,"Sunday, March 10",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2499,290,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",1,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2500,291,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2501,292,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2502,293,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:4),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",2,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2503,294,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:5),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2504,295,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2023/11/12/0022300185/74/c0e8e55c-dfe6-e286-a945-64cfdcd32f52_1280x720.mp4
2505,296,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:7),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2506,297,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:2 Def:8),Def,IND @ OKC,IND,OKC,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2507,298,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",1,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2508,299,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",1,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2509,300,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",1,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2510,301,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:4),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",3,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2511,302,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:5),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",3,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2512,303,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",4,https://videos.nba.com/nba/pbp/media/2023/11/16/0022300201/136/dc74f162-c61f-5104-72aa-eed6ffbf96ef_1280x720.mp4
2513,304,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:7),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2514,305,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:8),Def,DAL @ OKC,DAL,OKC,"Thursday, March 14",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2515,306,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2516,307,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2517,308,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",2,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2518,309,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:4),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2519,310,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:5),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2520,311,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,OKC @ MEM,OKC,MEM,"Saturday, March 16",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/22/6d9caa40-37d7-fd47-c6f6-3522d40cb9fe_1280x720.mp4
2521,312,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:1),Def,UTA @ OKC,UTA,OKC,"Wednesday, March 20",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2522,313,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:2),Def,UTA @ OKC,UTA,OKC,"Wednesday, March 20",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2523,314,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2524,315,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:2),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2525,316,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:3),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2526,317,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:4),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2527,318,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:5),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2528,319,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,OKC @ TOR,OKC,TOR,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2529,320,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ MIL,OKC,MIL,"Sunday, March 24",2,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/153/27f6ad93-61a5-02a9-4946-875afe1e4714_1280x720.mp4
2530,321,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,OKC @ MIL,OKC,MIL,"Sunday, March 24",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2531,322,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,OKC @ MIL,OKC,MIL,"Sunday, March 24",3,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2532,323,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ NOP,OKC,NOP,"Tuesday, March 26",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2533,324,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,OKC @ NOP,OKC,NOP,"Tuesday, March 26",2,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2534,325,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:2 Def:3),Def,OKC @ NOP,OKC,NOP,"Tuesday, March 26",4,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2535,326,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ NYK,OKC,NYK,"Sunday, March 31",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2536,327,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",1,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2537,328,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",2,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300207/706/6877d370-da5f-3f68-3003-05a170c9674a_1280x720.mp4
2538,329,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:3),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",3,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2539,330,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:4),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",3,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2540,331,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:5),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",4,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2541,332,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,SAC @ OKC,SAC,OKC,"Tuesday, April 9",4,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2542,333,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",1,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2543,334,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",1,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2544,335,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",1,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2545,336,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:4),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",2,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300215/409/6b9118b3-f559-8e59-6a84-b8bb2c670174_1280x720.mp4
2546,337,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:5),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",2,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2547,338,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:6),Def,SAS @ OKC,SAS,OKC,"Wednesday, April 10",3,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2548,339,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",1,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2549,340,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:2),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",1,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2550,341,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:3),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",2,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2551,342,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:4),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",3,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2552,343,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:5),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",3,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2553,344,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:1 Def:6),Def,MIL @ OKC,MIL,OKC,"Friday, April 12",4,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/113/ef29fced-a312-3076-caf9-07863aa83ab8_1280x720.mp4
2554,345,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,OKC @ HOU,OKC,HOU,"Wednesday, December 6",1,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/663/e3834528-1e0a-c055-34f0-d77ec9c70cfa_1280x720.mp4
2555,346,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:2),Def,OKC @ HOU,OKC,HOU,"Wednesday, December 6",2,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/663/e3834528-1e0a-c055-34f0-d77ec9c70cfa_1280x720.mp4
2556,347,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:3),Def,OKC @ HOU,OKC,HOU,"Wednesday, December 6",4,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/663/e3834528-1e0a-c055-34f0-d77ec9c70cfa_1280x720.mp4
2557,348,,Shai Gilgeous-Alexander,Gilgeous-Alexander REBOUND (Off:0 Def:1),Def,GSW @ OKC,GSW,OKC,"Friday, December 8",1,https://videos.nba.com/nba/pbp/media/2023/11/22/0022300234/663/e3834528-1e0a-c055-34f0-d77ec9c70cfa_1280x720.mp4
2558,349,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:3),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/368/eadc9adf-2aff-0769-e8aa-87955e3e80d4_1280x720.mp4
2559,350,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:4),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/368/eadc9adf-2aff-0769-e8aa-87955e3e80d4_1280x720.mp4
2560,351,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:5),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",2,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2561,352,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:6),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",2,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2562,353,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:7),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2563,354,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:8),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2564,355,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:9),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2565,356,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:10),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2566,357,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:11),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2567,358,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:12),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2568,359,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:13),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2569,360,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:14),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",4,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2570,361,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:15),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",4,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2571,362,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:16),Def,CLE @ MIL,CLE,MIL,"Wednesday, January 24",4,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2572,363,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:1),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2573,364,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:2),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2574,365,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:3),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2575,366,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:4),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",2,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2576,367,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:5),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",2,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2577,368,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:6),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",3,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2578,369,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:7),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",4,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2579,370,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:8),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",4,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300433/442/77d68b20-4f9f-5efb-2500-8e6ec6464adc_1280x720.mp4
2580,371,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:9),Def,CLE @ MIL,CLE,MIL,"Friday, January 26",4,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2581,372,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:1),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2582,373,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:2),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2583,374,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:3),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2584,375,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:4),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2585,376,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:0 Def:5),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/14/e2537d11-151f-ac60-5ea1-e8ec48d63978_1280x720.mp4
2586,377,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:6),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/41/cc6721f0-556b-7ea5-8549-bbdc0f82716e_1280x720.mp4
2587,378,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:7),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/41/cc6721f0-556b-7ea5-8549-bbdc0f82716e_1280x720.mp4
2588,379,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:8),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/41/cc6721f0-556b-7ea5-8549-bbdc0f82716e_1280x720.mp4
2589,380,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:9),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/41/cc6721f0-556b-7ea5-8549-bbdc0f82716e_1280x720.mp4
2590,381,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:10),Def,NOP @ MIL,NOP,MIL,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300454/41/cc6721f0-556b-7ea5-8549-bbdc0f82716e_1280x720.mp4
