, ,PLAYER,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
163,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:5 Def:10),Off,OKC @ MIL,OKC,MIL,"Sunday, March 24",3,https://videos.nba.com/nba/pbp/media/2024/03/24/0022301030/362/79170acc-16cb-49ca-9e6b-62c1c7f8169f_1280x720.mp4
164,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:6 Def:11),Off,OKC @ MIL,OKC,MIL,"Sunday, March 24",3,https://videos.nba.com/nba/pbp/media/2024/03/24/0022301030/460/540bdd23-b4b3-8902-a218-69f96cf4a64b_1280x720.mp4
165,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:7 Def:11),Off,OKC @ MIL,OKC,MIL,"Sunday, March 24",3,https://videos.nba.com/nba/pbp/media/2024/03/24/0022301030/462/656cbe2f-5269-c12e-2b95-af4c1eace600_1280x720.mp4
166,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:8 Def:11),Off,OKC @ MIL,OKC,MIL,"Sunday, March 24",4,https://videos.nba.com/nba/pbp/media/2024/03/24/0022301030/573/8a91bbf5-66b9-6bb7-2e99-b53e50908b46_1280x720.mp4
167,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:0),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",1,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/16/7f5680f2-9668-d7d8-b9cb-43921d796b9f_1280x720.mp4
168,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:11),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",3,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/455/b5a50a11-b021-b229-9a35-5a64a7720e33_1280x720.mp4
169,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/628/d996cecf-a24a-5050-ba14-5d6fbe49448b_1280x720.mp4
170,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:5 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/657/d1687df6-051c-b6f8-6964-6239f38f66c4_1280x720.mp4
171,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:6 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/685/af3ac4fc-0765-74ca-88f7-94468d919b75_1280x720.mp4
172,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:4 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/691/8886ed75-b426-44db-d172-8cb109715338_1280x720.mp4
173,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:7 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",6,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/768/d1618f8f-a807-350f-84d9-d1f090a34815_1280x720.mp4
174,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:8 Def:13),Off,LAL @ MIL,LAL,MIL,"Tuesday, March 26",6,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/778/c344d4a0-36d4-cbb7-0c17-26e29ed00f1b_1280x720.mp4
175,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:1),Off,MIL @ NOP,MIL,NOP,"Thursday, March 28",1,https://videos.nba.com/nba/pbp/media/2024/03/28/0022301061/53/c70c84c0-558e-b327-cb78-74add578aa19_1280x720.mp4
176,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:4),Off,MIL @ NOP,MIL,NOP,"Thursday, March 28",2,https://videos.nba.com/nba/pbp/media/2024/03/28/0022301061/259/e0c7fb23-7387-e500-b472-f0c22070427c_1280x720.mp4
177,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:7),Off,MIL @ NOP,MIL,NOP,"Thursday, March 28",3,https://videos.nba.com/nba/pbp/media/2024/03/28/0022301061/374/4e836bbc-9360-1fe1-cb51-1bfeaafa5bdb_1280x720.mp4
178,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:9),Off,MIL @ ATL,MIL,ATL,"Saturday, March 30",2,https://videos.nba.com/nba/pbp/media/2024/03/30/0022301076/298/90e0eb57-afcd-513a-d111-988721de7683_1280x720.mp4
179,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:11),Off,MIL @ ATL,MIL,ATL,"Saturday, March 30",3,https://videos.nba.com/nba/pbp/media/2024/03/30/0022301076/387/189acacc-7b4e-87a6-42c4-86c4d8f44bd1_1280x720.mp4
180,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:11),Off,MIL @ ATL,MIL,ATL,"Saturday, March 30",3,https://videos.nba.com/nba/pbp/media/2024/03/30/0022301076/389/8694b5d7-3f81-4020-c1f4-963b0caecc97_1280x720.mp4
181,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:4 Def:12),Off,MIL @ ATL,MIL,ATL,"Saturday, March 30",4,https://videos.nba.com/nba/pbp/media/2024/03/30/0022301076/548/70ec0c6a-e1b2-1c0e-24ea-d1cb614edc73_1280x720.mp4
182,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:2),Off,MIL @ WAS,MIL,WAS,"Tuesday, April 2",1,https://videos.nba.com/nba/pbp/media/2024/04/02/0022301095/49/743ed007-626d-75b1-4b95-79396636e9c5_1280x720.mp4
183,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:8),Off,MIL @ WAS,MIL,WAS,"Tuesday, April 2",3,https://videos.nba.com/nba/pbp/media/2024/04/02/0022301095/434/f428af55-baa5-ba06-f43e-01b040504beb_1280x720.mp4
184,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:9),Off,MIL @ WAS,MIL,WAS,"Tuesday, April 2",4,https://videos.nba.com/nba/pbp/media/2024/04/02/0022301095/548/2853f30b-075e-b339-8ad6-fa8d1be2835d_1280x720.mp4
185,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:5),Off,MEM @ MIL,MEM,MIL,"Wednesday, April 3",4,https://videos.nba.com/nba/pbp/media/2024/04/03/0022301107/517/960fe7ec-77b7-6380-259d-63d98b16b2b2_1280x720.mp4
186,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:0),Off,NYK @ MIL,NYK,MIL,"Sunday, April 7",1,https://videos.nba.com/nba/pbp/media/2024/04/07/0022301139/8/62fd3bf1-b46d-4272-23d1-5b93da2cadec_1280x720.mp4
187,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:8),Off,NYK @ MIL,NYK,MIL,"Sunday, April 7",3,https://videos.nba.com/nba/pbp/media/2024/04/07/0022301139/434/3ebbc139-d6d5-9828-cf71-dfd84e9c0582_1280x720.mp4
188,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:8),Off,NYK @ MIL,NYK,MIL,"Sunday, April 7",4,https://videos.nba.com/nba/pbp/media/2024/04/07/0022301139/487/33bbbd1c-704c-d2b6-eb2c-8481e071a762_1280x720.mp4
189,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:2),Off,BOS @ MIL,BOS,MIL,"Tuesday, April 9",1,https://videos.nba.com/nba/pbp/media/2024/04/09/0022301148/130/6ee90e20-2688-d346-e338-d2066558d88e_1280x720.mp4
190,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:4),Off,BOS @ MIL,BOS,MIL,"Tuesday, April 9",2,https://videos.nba.com/nba/pbp/media/2024/04/09/0022301148/180/bc46664a-16e7-ea40-beb5-865a7639f7b4_1280x720.mp4
191,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:5),Off,BOS @ MIL,BOS,MIL,"Tuesday, April 9",2,https://videos.nba.com/nba/pbp/media/2024/04/09/0022301148/298/2932d467-3886-baa8-bdda-889858fd3b9d_1280x720.mp4
192,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:0),Off,NYK @ MIL,NYK,MIL,"Tuesday, December 5",1,https://videos.nba.com/nba/pbp/media/2023/12/05/0022301201/25/faf45f93-8b3a-5281-9201-31d9ae571e2e_1280x720.mp4
193,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:0),Off,NYK @ MIL,NYK,MIL,"Tuesday, December 5",1,https://videos.nba.com/nba/pbp/media/2023/12/05/0022301201/52/e11a636d-19d8-a951-7ff7-39177b8e59ae_1280x720.mp4
194,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:3 Def:2),Off,NYK @ MIL,NYK,MIL,"Tuesday, December 5",4,https://videos.nba.com/nba/pbp/media/2023/12/05/0022301201/568/9a3d538e-9c9f-4211-30a5-209cd3fe43c8_1280x720.mp4
0,,De'Aaron Fox,Fox REBOUND (Off:1 Def:4),Off,SAC @ MIN,SAC,MIN,"Friday, November 24",3,
1,,De'Aaron Fox,Fox REBOUND (Off:2 Def:5),Off,SAC @ MIN,SAC,MIN,"Friday, November 24",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
2,,De'Aaron Fox,Fox REBOUND (Off:1 Def:8),Off,GSW @ SAC,GSW,SAC,"Tuesday, November 28",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
3,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAC @ UTA,SAC,UTA,"Wednesday, October 25",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
4,,De'Aaron Fox,Fox REBOUND (Off:2 Def:0),Off,SAC @ UTA,SAC,UTA,"Wednesday, October 25",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
5,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,LAL @ SAC,LAL,SAC,"Sunday, October 29",3,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
6,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,CLE @ SAC,CLE,SAC,"Monday, November 13",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
7,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ LAL,SAC,LAL,"Wednesday, November 15",2,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
8,,De'Aaron Fox,Fox REBOUND (Off:2 Def:2),Off,SAC @ LAL,SAC,LAL,"Wednesday, November 15",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
9,,De'Aaron Fox,Fox REBOUND (Off:3 Def:2),Off,SAC @ LAL,SAC,LAL,"Wednesday, November 15",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300050/409/ec835f02-bd0f-a173-e442-0e032b90c068_1280x720.mp4
10,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ DAL,SAC,DAL,"Sunday, November 19",2,https://videos.nba.com/nba/pbp/media/2023/11/19/0022300212/325/d6b3a0de-ff68-e127-3a31-e0ef7d46c7f9_1280x720.mp4
11,,De'Aaron Fox,Fox REBOUND (Off:1 Def:3),Off,LAC @ SAC,LAC,SAC,"Wednesday, November 29",4,https://videos.nba.com/nba/pbp/media/2023/11/29/0022300264/514/44af2448-a1e1-fab3-e741-50a427e3edcb_1280x720.mp4
12,,De'Aaron Fox,Fox REBOUND (Off:1 Def:3),Off,DEN @ SAC,DEN,SAC,"Saturday, December 2",4,https://videos.nba.com/nba/pbp/media/2023/12/02/0022300290/658/f0e9afa9-7892-577d-7dff-d110d0206715_1280x720.mp4
13,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,BOS @ SAC,BOS,SAC,"Wednesday, December 20",1,https://videos.nba.com/nba/pbp/media/2023/12/20/0022300373/23/67ed2934-22bf-f369-2c44-17cc61dbad5f_1280x720.mp4
14,,De'Aaron Fox,Fox REBOUND (Off:2 Def:1),Off,BOS @ SAC,BOS,SAC,"Wednesday, December 20",3,https://videos.nba.com/nba/pbp/media/2023/12/20/0022300373/384/b0aa6ff4-df6f-0d40-c83b-d1a522fac813_1280x720.mp4
15,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,MIN @ SAC,MIN,SAC,"Saturday, December 23",4,https://videos.nba.com/nba/pbp/media/2023/12/23/0022300400/618/2211b5d5-13c7-e35b-99e4-62871238141e_1280x720.mp4
16,,De'Aaron Fox,Fox REBOUND (Off:2 Def:2),Off,MIN @ SAC,MIN,SAC,"Saturday, December 23",4,https://videos.nba.com/nba/pbp/media/2023/12/23/0022300400/633/efb47ae7-e9c0-3e27-78cc-de9dcd8bfc34_1280x720.mp4
17,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ POR,SAC,POR,"Tuesday, December 26",2,https://videos.nba.com/nba/pbp/media/2023/12/26/0022300413/223/f331339b-1b19-571a-e332-b1e7f20247b4_1280x720.mp4
18,,De'Aaron Fox,Fox REBOUND (Off:2 Def:5),Off,SAC @ POR,SAC,POR,"Tuesday, December 26",3,https://videos.nba.com/nba/pbp/media/2023/12/26/0022300413/392/ddc9ec7b-a34f-d108-8e67-1cb84ef039b2_1280x720.mp4
19,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAC @ ATL,SAC,ATL,"Friday, December 29",1,https://videos.nba.com/nba/pbp/media/2023/12/29/0022300431/39/b730a754-0a33-5d9a-ee4f-e0cf31650140_1280x720.mp4
20,,De'Aaron Fox,Fox REBOUND (Off:1 Def:3),Off,SAC @ MEM,SAC,MEM,"Sunday, December 31",3,https://videos.nba.com/nba/pbp/media/2023/12/31/0022300449/451/655d19d2-f217-1b39-8ada-08d846e4c7aa_1280x720.mp4
21,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,ORL @ SAC,ORL,SAC,"Wednesday, January 3",1,https://videos.nba.com/nba/pbp/media/2024/01/03/0022300476/12/7a4da2ee-efba-126a-8f6a-ce2b9015f06e_1280x720.mp4
22,,De'Aaron Fox,Fox REBOUND (Off:2 Def:0),Off,ORL @ SAC,ORL,SAC,"Wednesday, January 3",2,https://videos.nba.com/nba/pbp/media/2024/01/03/0022300476/179/0b0c8d98-4b7f-7927-b365-6dedb820567f_1280x720.mp4
23,,De'Aaron Fox,Fox REBOUND (Off:3 Def:0),Off,ORL @ SAC,ORL,SAC,"Wednesday, January 3",4,https://videos.nba.com/nba/pbp/media/2024/01/03/0022300476/604/3957ba8d-fb15-1625-a596-21252cde73b2_1280x720.mp4
24,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,TOR @ SAC,TOR,SAC,"Friday, January 5",4,https://videos.nba.com/nba/pbp/media/2024/01/05/0022300492/564/5bae6cb2-480b-1f4c-90a4-6ad7ac48c949_1280x720.mp4
25,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ PHI,SAC,PHI,"Friday, January 12",2,https://videos.nba.com/nba/pbp/media/2024/01/12/0022300532/304/ecf682b1-9829-9e42-3ca1-5c0b10f15edf_1280x720.mp4
26,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAC @ MIL,SAC,MIL,"Sunday, January 14",1,https://videos.nba.com/nba/pbp/media/2024/01/14/0022300552/44/32e1d677-a3e1-3795-f2ff-555b77ea82d0_1280x720.mp4
27,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ PHX,SAC,PHX,"Tuesday, January 16",4,https://videos.nba.com/nba/pbp/media/2024/01/16/0022300567/569/fd16a0f8-f07d-546e-a21f-6abe47b2ebfa_1280x720.mp4
28,,De'Aaron Fox,Fox REBOUND (Off:1 Def:5),Off,IND @ SAC,IND,SAC,"Thursday, January 18",4,https://videos.nba.com/nba/pbp/media/2024/01/18/0022300583/569/4cfd9ee7-4cdc-00c3-cf00-ccd3c7e732ac_1280x720.mp4
29,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ DAL,SAC,DAL,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/27/0022300651/576/38498aca-b7e5-3fec-9892-bd4c3aac95d3_1280x720.mp4
30,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ MEM,SAC,MEM,"Monday, January 29",2,https://videos.nba.com/nba/pbp/media/2024/01/29/0022300663/309/0fa2bf86-207f-d6cc-4f3b-d878893501d0_1280x720.mp4
31,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ CLE,SAC,CLE,"Monday, February 5",2,https://videos.nba.com/nba/pbp/media/2024/02/05/0022300714/315/c8e47755-2814-e774-ebc8-817c61aac0b9_1280x720.mp4
32,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,DET @ SAC,DET,SAC,"Wednesday, February 7",4,https://videos.nba.com/nba/pbp/media/2024/02/07/0022300732/643/5cdab3cf-8db0-02d7-6278-d010ece6c75d_1280x720.mp4
33,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ PHX,SAC,PHX,"Tuesday, February 13",2,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300774/352/532617e1-7e5b-fb48-9a28-014c17ca43db_1280x720.mp4
34,,De'Aaron Fox,Fox REBOUND (Off:2 Def:2),Off,SAC @ PHX,SAC,PHX,"Tuesday, February 13",3,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300774/435/99eeb72f-2d72-46ec-8384-0f76ee52dd62_1280x720.mp4
35,,De'Aaron Fox,Fox REBOUND (Off:3 Def:3),Off,SAC @ PHX,SAC,PHX,"Tuesday, February 13",4,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300774/596/f6dc8f33-14a9-474b-4b03-3f9859f0db04_1280x720.mp4
36,,De'Aaron Fox,Fox REBOUND (Off:4 Def:5),Off,SAC @ PHX,SAC,PHX,"Tuesday, February 13",4,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300774/660/e8fb9498-a322-8e8c-0f29-b7da21f3374e_1280x720.mp4
37,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ DEN,SAC,DEN,"Wednesday, February 14",1,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300786/76/503902b1-a608-9135-182d-252ad2c390de_1280x720.mp4
38,,De'Aaron Fox,Fox REBOUND (Off:2 Def:4),Off,SAC @ DEN,SAC,DEN,"Wednesday, February 14",4,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300786/499/a744ecdb-3137-98d2-d4ff-f5c51fcb51fd_1280x720.mp4
39,,De'Aaron Fox,Fox REBOUND (Off:3 Def:4),Off,SAC @ DEN,SAC,DEN,"Wednesday, February 14",4,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300786/520/c6737067-fa6f-5b88-7a57-322d748e5cf3_1280x720.mp4
40,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAC @ LAC,SAC,LAC,"Sunday, February 25",1,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300827/46/0fbc0f3d-a8fd-6ad4-3e19-8f435dac0a67_1280x720.mp4
41,,De'Aaron Fox,Fox REBOUND (Off:2 Def:4),Off,SAC @ LAC,SAC,LAC,"Sunday, February 25",4,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300827/496/21e748b2-2637-1f6b-ea5e-6c945c475a15_1280x720.mp4
42,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,MIA @ SAC,MIA,SAC,"Monday, February 26",1,https://videos.nba.com/nba/pbp/media/2024/02/26/0022300831/142/8a454ffc-8eb5-2b92-c6cb-6af382d707ea_1280x720.mp4
43,,De'Aaron Fox,Fox REBOUND (Off:2 Def:3),Off,MIA @ SAC,MIA,SAC,"Monday, February 26",2,https://videos.nba.com/nba/pbp/media/2024/02/26/0022300831/299/2d6ab5ed-76ae-01cf-c705-57425c47cbca_1280x720.mp4
44,,De'Aaron Fox,Fox REBOUND (Off:3 Def:5),Off,MIA @ SAC,MIA,SAC,"Monday, February 26",3,https://videos.nba.com/nba/pbp/media/2024/02/26/0022300831/455/cdb41ad8-ce7d-f022-f4d9-11aa8ea0c545_1280x720.mp4
45,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAS @ SAC,SAS,SAC,"Thursday, March 7",1,https://videos.nba.com/nba/pbp/media/2024/03/07/0022300908/31/d066e05c-9e75-62d9-7116-341c92316e5a_1280x720.mp4
46,,De'Aaron Fox,Fox REBOUND (Off:2 Def:3),Off,SAS @ SAC,SAS,SAC,"Thursday, March 7",3,https://videos.nba.com/nba/pbp/media/2024/03/07/0022300908/470/fee55362-3411-53c8-3080-b95cc5340a71_1280x720.mp4
47,,De'Aaron Fox,Fox REBOUND (Off:1 Def:5),Off,MIL @ SAC,MIL,SAC,"Tuesday, March 12",4,https://videos.nba.com/nba/pbp/media/2024/03/12/0022300945/634/28d29433-16c4-cb65-8a0a-70c18c01df44_1280x720.mp4
48,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,LAL @ SAC,LAL,SAC,"Wednesday, March 13",1,https://videos.nba.com/nba/pbp/media/2024/03/13/0022300954/124/f23cecd4-003e-2483-3475-3a18a1c2ce06_1280x720.mp4
49,,De'Aaron Fox,Fox REBOUND (Off:1 Def:4),Off,NYK @ SAC,NYK,SAC,"Saturday, March 16",3,https://videos.nba.com/nba/pbp/media/2024/03/16/0022300975/359/4e74e25e-0d78-4e18-810f-69bc4e491bda_1280x720.mp4
50,,De'Aaron Fox,Fox REBOUND (Off:1 Def:4),Off,MEM @ SAC,MEM,SAC,"Monday, March 18",4,https://videos.nba.com/nba/pbp/media/2024/03/18/0022300989/545/ecf204fe-463e-ce5f-e2fa-0b8cd49d1562_1280x720.mp4
51,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,SAC @ WAS,SAC,WAS,"Thursday, March 21",1,https://videos.nba.com/nba/pbp/media/2024/03/21/0022301005/135/c6d0305b-6504-0bfd-6520-9d18f0afde34_1280x720.mp4
52,,De'Aaron Fox,Fox REBOUND (Off:2 Def:0),Off,SAC @ WAS,SAC,WAS,"Thursday, March 21",2,https://videos.nba.com/nba/pbp/media/2024/03/21/0022301005/314/e35ef6cc-a6f2-25af-7503-a40218de077e_1280x720.mp4
53,,De'Aaron Fox,Fox REBOUND (Off:3 Def:1),Off,SAC @ WAS,SAC,WAS,"Thursday, March 21",4,https://videos.nba.com/nba/pbp/media/2024/03/21/0022301005/586/b3840919-adf6-1851-b1ab-76077045b81d_1280x720.mp4
54,,De'Aaron Fox,Fox REBOUND (Off:1 Def:5),Off,SAC @ ORL,SAC,ORL,"Saturday, March 23",2,https://videos.nba.com/nba/pbp/media/2024/03/23/0022301020/299/a50135c0-1b99-aaf1-4094-721182400ed2_1280x720.mp4
55,,De'Aaron Fox,Fox REBOUND (Off:2 Def:5),Off,SAC @ ORL,SAC,ORL,"Saturday, March 23",3,https://videos.nba.com/nba/pbp/media/2024/03/23/0022301020/400/10b45ab4-9b62-ace8-0eea-e2e6047a0e43_1280x720.mp4
56,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,PHI @ SAC,PHI,SAC,"Monday, March 25",1,https://videos.nba.com/nba/pbp/media/2024/03/25/0022301042/49/36032f7e-5b03-3a24-b73b-d7b5100a3580_1280x720.mp4
57,,De'Aaron Fox,Fox REBOUND (Off:2 Def:4),Off,PHI @ SAC,PHI,SAC,"Monday, March 25",3,https://videos.nba.com/nba/pbp/media/2024/03/25/0022301042/425/06810c85-f3d0-d01e-9539-aab97d0798ea_1280x720.mp4
58,,De'Aaron Fox,Fox REBOUND (Off:1 Def:0),Off,DAL @ SAC,DAL,SAC,"Tuesday, March 26",1,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301047/28/e525da72-6da0-4db4-ffe6-41268de1d26e_1280x720.mp4
59,,De'Aaron Fox,Fox REBOUND (Off:2 Def:0),Off,DAL @ SAC,DAL,SAC,"Tuesday, March 26",1,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301047/161/cb78c4ab-8b36-f558-f788-10d56472bade_1280x720.mp4
60,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,DAL @ SAC,DAL,SAC,"Friday, March 29",1,https://videos.nba.com/nba/pbp/media/2024/03/29/0022301073/140/45f4bcb0-3771-84db-6fd8-579901b96ad0_1280x720.mp4
61,,De'Aaron Fox,Fox REBOUND (Off:1 Def:6),Off,SAC @ NYK,SAC,NYK,"Thursday, April 4",3,https://videos.nba.com/nba/pbp/media/2024/04/04/0022301112/466/879a6317-ab2c-9743-903f-dc76b320349f_1280x720.mp4
62,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ BOS,SAC,BOS,"Friday, April 5",2,https://videos.nba.com/nba/pbp/media/2024/04/05/0022301118/201/db750457-c0fb-6a9b-ddc5-49576ad3023f_1280x720.mp4
63,,De'Aaron Fox,Fox REBOUND (Off:1 Def:2),Off,SAC @ BKN,SAC,BKN,"Sunday, April 7",1,https://videos.nba.com/nba/pbp/media/2024/04/07/0022301141/172/73ebf6cd-6d39-9c99-3f50-205a164d6fe4_1280x720.mp4
64,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,NOP @ SAC,NOP,SAC,"Monday, December 4",2,https://videos.nba.com/nba/static/missing.mp4
65,,De'Aaron Fox,Fox REBOUND (Off:1 Def:1),Off,SAC @ PHX,SAC,PHX,"Friday, December 8",2,https://videos.nba.com/nba/pbp/media/2023/12/08/0022301228/269/d0bf3ae6-7192-7d4a-bebc-e4715df8d228_1280x720.mp4
66,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:3),Off,ORL @ MIL,ORL,MIL,"Thursday, December 21",1,https://videos.nba.com/nba/pbp/media/2023/12/21/0022300378/135/18a1698b-583f-d70b-2917-c7fe5763475b_1280x720.mp4
67,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:3),Off,ORL @ MIL,ORL,MIL,"Thursday, December 21",2,https://videos.nba.com/nba/pbp/media/2023/12/21/0022300378/184/75deadea-a3b1-9481-c6d5-f65812beea4b_1280x720.mp4
68,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:1 Def:0),Off,MIL @ NYK,MIL,NYK,"Saturday, December 23",1,https://videos.nba.com/nba/pbp/media/2023/12/23/0022300388/126/311197d9-4b65-b657-3d77-519857b38a7b_1280x720.mp4
69,,Giannis Antetokounmpo,G. Antetokounmpo REBOUND (Off:2 Def:4),Off,MIL @ NYK,MIL,NYK,"Saturday, December 23",3,https://videos.nba.com/nba/pbp/media/2023/12/23/0022300388/395/81fdecac-8390-c456-9524-aff150dcb880_1280x720.mp4
