PLAY ID,SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link,DOWNLOADED
hoop_cut_94,2017-18,13,Victor Oladipo,DREB,Oladipo REBOUND (Off:0 Def:6),IND @ UTA,IND,UTA,"Monday, January 15",4,https://videos.nba.com/nba/pbp/media/2018/01/15/0021700647/521/93ef5736-8299-a27c-339d-444de4257e19_1280x720.mp4,False
hoop_cut_95,2017-18,7,Kevin Durant,DREB,Durant REBOUND (Off:0 Def:2),GSW @ UTA,GSW,UTA,"Tuesday, January 30",3,https://videos.nba.com/nba/pbp/media/2018/01/30/0021700751/478/85510962-8c9b-09d8-eff6-82d5821c89c0_1280x720.mp4,False
hoop_cut_96,2017-18,16,Kristaps Porziņģis,DREB,Porzingis REBOUND (Off:0 Def:3),DET @ NYK,DET,NYK,"Saturday, October 21",3,https://videos.nba.com/nba/pbp/media/2017/10/21/0021700030/342/b8c6aca7-9147-abb1-5a4a-195862984ff2_1280x720.mp4,False
hoop_cut_97,2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:6),UTA @ HOU,UTA,HOU,"Monday, December 18",4,https://videos.nba.com/nba/pbp/media/2017/12/18/0021700445/605/5054675b-4240-f82e-09fb-21770e44567b_1280x720.mp4,False
hoop_cut_98,2017-18,31,Tyreke Evans,DREB,Evans REBOUND (Off:0 Def:1),WAS @ MEM,WAS,MEM,"Friday, January 5",2,https://videos.nba.com/nba/pbp/media/2018/01/05/0021700575/341/caa77cc0-766c-435a-f3fe-4175cc70f889_1280x720.mp4,False
hoop_cut_99,2017-18,9,DeMarcus Cousins,DREB,Cousins REBOUND (Off:0 Def:7),ORL @ NOP,ORL,NOP,"Monday, October 30",2,https://videos.nba.com/nba/pbp/media/2017/10/30/0021700097/302/54e1968e-4795-9388-5ad7-ebd4044dbba7_1280x720.mp4,False
hoop_cut_100,2017-18,11,Kyrie Irving,DREB,Irving REBOUND (Off:0 Def:6),LAL @ BOS,LAL,BOS,"Wednesday, November 8",4,https://videos.nba.com/nba/pbp/media/2017/11/08/0021700161/633/24b130ce-c746-bad6-abd0-d97ca6dcf4af_1280x720.mp4,False
hoop_cut_101,2018-19,16,Kyrie Irving,DREB,Irving REBOUND (Off:0 Def:6),BOS @ CHA,BOS,CHA,"Saturday, March 23",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800164/279/df20453b-145e-ea64-9a83-443a7f10a231_1280x720.mp4,False
hoop_cut_102,2018-19,32,Nikola Jokić,DREB,Jokic REBOUND (Off:0 Def:7),LAL @ DEN,LAL,DEN,"Tuesday, November 27",3,https://videos.nba.com/nba/pbp/media/2018/11/27/0021800304/418/b2227110-09bf-b916-3dee-dff21ce492cb_1280x720.mp4,False
hoop_cut_103,2018-19,27,Mike Conley,DREB,Conley REBOUND (Off:1 Def:2),MEM @ SAC,MEM,SAC,"Friday, December 21",1,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800020/108/7da7ca0f-7499-ed5d-131d-a869a6feb298_1280x720.mp4,False
hoop_cut_104,2018-19,52,Andre Drummond,DREB,Drummond REBOUND (Off:2 Def:12),POR @ DET,POR,DET,"Saturday, March 30",2,https://videos.nba.com/nba/pbp/media/2019/03/30/0021801139/298/add5805b-0090-481b-53e8-c1587c66e972_1280x720.mp4,False
hoop_cut_105,2018-19,16,Kyrie Irving,DREB,Irving REBOUND (Off:0 Def:2),BOS @ GSW,BOS,GSW,"Tuesday, March 5",1,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800115/290/b1439391-8229-986a-5af3-fe59c76c4e03_1280x720.mp4,False
hoop_cut_106,2018-19,15,Karl-Anthony Towns,DREB,Towns REBOUND (Off:1 Def:2),MIN @ POR,MIN,POR,"Saturday, December 8",2,https://videos.nba.com/nba/pbp/media/2018/11/02/0021800124/242/a18eb976-fe6a-3490-b0f7-fb61ee9cf598_1280x720.mp4,False
hoop_cut_107,2018-19,14,Blake Griffin,DREB,Griffin REBOUND (Off:6 Def:5),DET @ DEN,DET,DEN,"Tuesday, March 26",3,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800321/263/3247abc9-933e-3267-121d-436f6b3e28f5_1280x720.mp4,False
hoop_cut_108,2018-19,6,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),NOP @ GSW,NOP,GSW,"Wednesday, January 16",2,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800047/41/bfa82eb0-0ed2-bc14-dede-2816c52b020e_1280x720.mp4,False
hoop_cut_109,2018-19,15,Karl-Anthony Towns,DREB,Towns REBOUND (Off:3 Def:13),MIN @ CHA,MIN,CHA,"Thursday, March 21",4,https://videos.nba.com/nba/pbp/media/2018/12/15/0021800435/614/0b14a83e-7010-c72e-aa56-a66b8f82ee7a_1280x720.mp4,False
hoop_cut_110,2018-19,40,Lauri Markkanen,DREB,Markkanen REBOUND (Off:1 Def:5),MIN @ CHI,MIN,CHI,"Wednesday, December 26",3,https://videos.nba.com/nba/pbp/media/2018/12/21/0021800474/622/660a6ed6-b253-99d9-4466-fb4ed1ae1178_1280x720.mp4,False
hoop_cut_111,2018-19,14,Blake Griffin,DREB,Griffin REBOUND (Off:0 Def:3),DET @ MIA,DET,MIA,"Wednesday, March 13",3,https://videos.nba.com/nba/pbp/media/2018/11/27/0021800301/253/71a5a218-548d-b48a-3da0-3f882121a17c_1280x720.mp4,False
hoop_cut_112,2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:5),NOP @ HOU,NOP,HOU,"Wednesday, October 17",3,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/444/48f1fc67-d855-f284-7524-7f239140072d_1280x720.mp4,False
hoop_cut_113,2018-19,11,Damian Lillard,DREB,Lillard REBOUND (Off:2 Def:4),POR @ MIN,POR,MIN,"Friday, November 16",3,https://videos.nba.com/nba/pbp/media/2018/10/18/0021800016/39/7ea196eb-f25c-b86d-7f94-8e67c0ccf34d_1280x720.mp4,False
hoop_cut_114,2018-19,43,Khris Middleton,DREB,Middleton REBOUND (Off:1 Def:5),MIL @ BKN,MIL,BKN,"Monday, February 4",2,https://videos.nba.com/nba/pbp/media/2019/02/04/0021800792/343/94257a14-14e2-9de6-a026-815c330af1b0_1280x720.mp4,False
hoop_cut_115,2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:2),HOU @ GSW,HOU,GSW,"Thursday, January 3",3,https://videos.nba.com/nba/pbp/media/2019/01/03/0021800565/279/8b2e98c5-789b-4dbd-458c-4f6e32a10d0a_1280x720.mp4,False
hoop_cut_116,2018-19,30,John Wall,DREB,Wall REBOUND (Off:0 Def:3),BKN @ WAS,BKN,WAS,"Saturday, December 1",3,https://videos.nba.com/nba/pbp/media/2018/11/26/0021800296/698/e604a5a5-5f56-2e25-204c-e75f07c6b21b_1280x720.mp4,False
hoop_cut_117,2018-19,19,Russell Westbrook,DREB,Westbrook REBOUND (Off:0 Def:1),ATL @ OKC,ATL,OKC,"Friday, November 30",1,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800065/262/bafddc74-cfff-530e-c828-4ad258731b84_1280x720.mp4,False
hoop_cut_118,2018-19,52,Andre Drummond,DREB,Drummond REBOUND (Off:1 Def:4),CHI @ DET,CHI,DET,"Sunday, March 10",1,https://videos.nba.com/nba/pbp/media/2019/03/10/0021800992/200/aebc3ac9-1b29-1aaa-7ad0-19de9a4555ee_1280x720.mp4,False
hoop_cut_119,2018-19,29,Nikola Vučević,DREB,Vucevic REBOUND (Off:0 Def:2),DET @ ORL,DET,ORL,"Sunday, December 30",1,https://videos.nba.com/nba/pbp/media/2018/12/30/0021800536/38/5dda57e7-32d8-4bd2-509b-c9aeaeadc6af_1280x720.mp4,False
hoop_cut_120,2018-19,9,Kevin Durant,DREB,Durant REBOUND (Off:0 Def:11),LAC @ GSW,LAC,GSW,"Sunday, December 23",3,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800083/610/3dca300f-3725-0194-9be6-1ce74739dc98_1280x720.mp4,False
hoop_cut_121,2018-19,6,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),POR @ GSW,POR,GSW,"Thursday, December 27",3,https://videos.nba.com/nba/pbp/media/2018/10/16/0021800002/473/472d05f1-28f3-b1df-96da-c315265301de_1280x720.mp4,False
hoop_cut_122,2018-19,14,Blake Griffin,DREB,Griffin REBOUND (Off:0 Def:2),DET @ WAS,DET,WAS,"Monday, January 21",1,https://videos.nba.com/nba/pbp/media/2018/11/09/0021800169/131/265fce62-f7a7-02b8-70ea-caf70cdea227_1280x720.mp4,False
hoop_cut_123,2018-19,34,JaKarr Sampson,DREB,J. Sampson REBOUND (Off:0 Def:1),CHI @ WAS,CHI,WAS,"Wednesday, April 3",1,https://videos.nba.com/nba/pbp/media/2019/04/03/0021801167/87/1402005a-412b-4f9b-60da-2258b46e74ae_1280x720.mp4,False
hoop_cut_124,2018-19,45,Jamal Murray,DREB,Murray REBOUND (Off:1 Def:5),DEN @ CHI,DEN,CHI,"Wednesday, October 31",3,https://videos.nba.com/nba/pbp/media/2018/10/31/0021800106/384/c406ab80-0378-3e72-ca8a-1c4f18b51976_1280x720.mp4,False
hoop_cut_125,2018-19,52,Andre Drummond,DREB,Drummond REBOUND (Off:4 Def:13),DET @ BOS,DET,BOS,"Wednesday, February 13",4,https://videos.nba.com/nba/pbp/media/2019/02/13/0021800855/612/c450051c-5782-bc44-4f26-3d3e7081653b_1280x720.mp4,False
hoop_cut_126,2019-20,52,Domantas Sabonis,DREB,Sabonis REBOUND (Off:1 Def:3),BOS @ IND,BOS,IND,"Wednesday, December 11",1,https://videos.nba.com/nba/pbp/media/2019/12/11/0021900357/138/75630807-2585-99d7-fc24-58752690ab07_1280x720.mp4,False
hoop_cut_127,2019-20,54,Jamal Murray,DREB,Murray REBOUND (Off:0 Def:5),DET @ DEN,DET,DEN,"Tuesday, February 25",4,https://videos.nba.com/nba/pbp/media/2020/02/25/0021900860/532/69d94a28-0315-2528-5ef5-be67621deb73_1280x720.mp4,False
hoop_cut_128,2019-20,69,Malcolm Brogdon,DREB,Brogdon REBOUND (Off:1 Def:4),IND @ MIN,IND,MIN,"Wednesday, January 15",3,https://videos.nba.com/nba/pbp/media/2020/01/15/0021900608/332/aa7a23ad-e2ff-0fda-ea64-b8559f3c1029_1280x720.mp4,False
hoop_cut_129,2019-20,58,Derrick Rose,DREB,Rose REBOUND (Off:0 Def:1),SAC @ DET,SAC,DET,"Wednesday, January 22",1,https://videos.nba.com/nba/pbp/media/2020/01/22/0021900654/23/aebc9ede-ad69-b7a9-1853-4ba9dc83a010_1280x720.mp4,False
hoop_cut_130,2019-20,62,Fred VanVleet,DREB,VanVleet REBOUND (Off:0 Def:1),IND @ TOR,IND,TOR,"Wednesday, February 5",2,https://videos.nba.com/nba/pbp/media/2020/02/05/0021900758/258/12c7a272-d6ef-5300-b530-ad854120f19b_1280x720.mp4,False
hoop_cut_131,2019-20,62,Fred VanVleet,DREB,VanVleet REBOUND (Off:0 Def:3),OKC @ TOR,OKC,TOR,"Sunday, December 29",4,https://videos.nba.com/nba/pbp/media/2019/12/29/0021900486/561/56d379a1-910c-5749-0c26-c1d42e67ff5f_1280x720.mp4,False
hoop_cut_132,2019-20,12,Anthony Davis,DREB,Davis REBOUND (Off:1 Def:6),CHA @ LAL,CHA,LAL,"Sunday, October 27",3,https://videos.nba.com/nba/pbp/media/2019/10/22/0021900002/10/c90573b7-7e1a-083f-92b9-894c062f2a1b_1280x720.mp4,False
hoop_cut_133,2019-20,54,Jamal Murray,DREB,Murray REBOUND (Off:0 Def:3),DEN @ PHX,DEN,PHX,"Saturday, February 8",2,https://videos.nba.com/nba/pbp/media/2020/02/08/0021900784/214/b06a9b69-772e-ce48-57a7-75062ec6bd72_1280x720.mp4,False
hoop_cut_134,2019-20,36,Jimmy Butler III,DREB,Butler REBOUND (Off:2 Def:5),NOP @ MIA,NOP,MIA,"Saturday, November 16",4,https://videos.nba.com/nba/pbp/media/2019/11/16/0021900178/495/06451f98-fcca-af0a-ee30-d9fb861510fa_1280x720.mp4,False
hoop_cut_135,2019-20,37,Nikola Jokić,DREB,Jokic REBOUND (Off:2 Def:9),LAC @ DEN,LAC,DEN,"Sunday, January 12",3,https://videos.nba.com/nba/pbp/media/2020/01/12/0021900589/414/36dba2d2-0b56-7f35-d440-3989e6b2818f_1280x720.mp4,False
hoop_cut_136,2019-20,53,Evan Fournier,DREB,Fournier REBOUND (Off:0 Def:4),ORL @ WAS,ORL,WAS,"Wednesday, January 1",4,https://videos.nba.com/nba/pbp/media/2020/01/01/0021900504/573/6d7ba9d1-b4fe-56fc-b6c1-3a075c7b79fe_1280x720.mp4,False
hoop_cut_137,2019-20,99,RJ Barrett,DREB,Barrett REBOUND (Off:0 Def:3),DAL @ NYK,DAL,NYK,"Thursday, November 14",1,https://videos.nba.com/nba/pbp/media/2019/11/14/0021900162/90/a4350c8d-b99d-af85-6566-3c5fdc169aee_1280x720.mp4,False
hoop_cut_138,2019-20,75,Tim Hardaway Jr.,DREB,Hardaway Jr. REBOUND (Off:0 Def:3),SAC @ DAL,SAC,DAL,"Wednesday, February 12",4,https://videos.nba.com/nba/pbp/media/2020/02/12/0021900814/570/04b3a461-05be-63d8-d292-1ab7da6d5792_1280x720.mp4,False
hoop_cut_139,2019-20,16,Brandon Ingram,DREB,Ingram REBOUND (Off:1 Def:4),UTA @ NOP,UTA,NOP,"Thursday, January 16",4,https://videos.nba.com/nba/pbp/media/2019/11/09/0021900128/703/ff97216e-22a9-1285-f6c7-599e38464d1b_1280x720.mp4,False
hoop_cut_140,2019-20,30,Collin Sexton,DREB,Sexton REBOUND (Off:0 Def:1),UTA @ CLE,UTA,CLE,"Monday, March 2",1,https://videos.nba.com/nba/pbp/media/2020/03/02/0021900902/10/7d516141-5b1d-2ad9-fbda-9c012623c568_1280x720.mp4,False
hoop_cut_141,2019-20,6,Luka Dončić,DREB,Doncic REBOUND (Off:1 Def:7),SAC @ DAL,SAC,DAL,"Wednesday, February 12",2,https://videos.nba.com/nba/pbp/media/2019/11/18/0021900194/54/9b2ead81-400e-682e-30ca-0aae4296b10e_1280x720.mp4,False
hoop_cut_142,2019-20,41,Julius Randle,DREB,Randle REBOUND (Off:1 Def:2),NYK @ DEN,NYK,DEN,"Sunday, December 15",2,https://videos.nba.com/nba/pbp/media/2019/12/15/0021900392/257/1b097d65-c464-d9c5-b225-1229ce3590c8_1280x720.mp4,False
hoop_cut_143,2019-20,53,Evan Fournier,DREB,Fournier REBOUND (Off:0 Def:1),MIL @ ORL,MIL,ORL,"Saturday, February 8",1,https://videos.nba.com/nba/pbp/media/2020/02/08/0021900777/70/c9dbfc23-a64b-59b1-d1db-1d75285c7ba7_1280x720.mp4,False
hoop_cut_144,2019-20,77,Hassan Whiteside,DREB,Whiteside REBOUND (Off:1 Def:1),POR @ LAC,POR,LAC,"Tuesday, December 3",1,https://videos.nba.com/nba/pbp/media/2019/12/03/0021900305/73/11ead062-4152-6255-8c0a-e522d7e9b4b6_1280x720.mp4,False
hoop_cut_145,2019-20,53,Evan Fournier,DREB,Fournier REBOUND (Off:0 Def:2),SAS @ ORL,SAS,ORL,"Friday, November 15",1,https://videos.nba.com/nba/pbp/media/2019/11/15/0021900168/68/6746cc6e-6926-707f-0688-3987565e547e_1280x720.mp4,False
hoop_cut_146,2019-20,22,CJ McCollum,DREB,McCollum REBOUND (Off:0 Def:2),SAC @ POR,SAC,POR,"Saturday, March 7",1,https://videos.nba.com/nba/pbp/media/2020/03/07/0021900945/178/4d027011-b259-05af-19a6-44bcd358a8b4_1280x720.mp4,False
hoop_cut_147,2019-20,37,Nikola Jokić,DREB,Jokic REBOUND (Off:1 Def:9),BOS @ DEN,BOS,DEN,"Friday, November 22",3,https://videos.nba.com/nba/pbp/media/2019/11/22/0021900222/317/b32c641b-4b51-b635-f4a2-8696408d7d48_1280x720.mp4,False
hoop_cut_148,2019-20,57,Deandre Ayton,DREB,Ayton REBOUND (Off:0 Def:3),PHX @ MEM,PHX,MEM,"Sunday, January 26",1,https://videos.nba.com/nba/pbp/media/2020/01/26/0021900690/61/3fb0c5d5-c0b0-1fb3-8a3c-04cc477a5d37_1280x720.mp4,False
hoop_cut_149,2019-20,33,Kristaps Porziņģis,DREB,Porzingis REBOUND (Off:0 Def:5),HOU @ DAL,HOU,DAL,"Friday, July 31",2,https://videos.nba.com/nba/pbp/media/2020/07/31/0021901238/364/18e8cfa2-c43a-04ea-ce2e-84d3f86750ce_1280x720.mp4,False
hoop_cut_150,2019-20,86,Rudy Gobert,DREB,Gobert REBOUND (Off:4 Def:9),UTA @ MEM,UTA,MEM,"Friday, November 29",4,https://videos.nba.com/nba/pbp/media/2019/11/29/0021900274/643/cb9f4978-9d75-e013-d366-55727c35e79e_1280x720.mp4,False
hoop_cut_151,2020-21,4,Joel Embiid,DREB,Embiid REBOUND (Off:0 Def:4),PHI @ ORL,PHI,ORL,"Thursday, December 31",1,https://videos.nba.com/nba/pbp/media/2020/12/31/0022000064/148/b52d2624-66f3-7ad8-1dc3-9c8e4a4dbcfb_1280x720.mp4,False
hoop_cut_152,2020-21,15,Trae Young,DREB,Young REBOUND (Off:0 Def:3),ATL @ NYK,ATL,NYK,"Monday, February 15",3,https://videos.nba.com/nba/pbp/media/2021/02/15/0022000422/342/ce752b76-ba28-5a7d-48f3-eb4d53b59409_1280x720.mp4,False
hoop_cut_153,2020-21,9,Kevin Durant,DREB,Durant REBOUND (Off:0 Def:6),NOP @ BKN,NOP,BKN,"Wednesday, April 7",3,https://videos.nba.com/nba/pbp/media/2021/04/07/0022000779/544/fa299c88-21cc-e4da-0271-9fba4a2b87ea_1280x720.mp4,False
hoop_cut_154,2020-21,10,Kyrie Irving,DREB,Irving REBOUND (Off:0 Def:2),BKN @ LAL,BKN,LAL,"Thursday, February 18",1,https://videos.nba.com/nba/pbp/media/2021/02/18/0022000446/40/68df0690-a4d7-8424-43e5-6ccbac8fb908_1280x720.mp4,False
hoop_cut_155,2020-21,43,Kristaps Porziņģis,DREB,Porzingis REBOUND (Off:2 Def:5),TOR @ DAL,TOR,DAL,"Friday, May 14",3,https://videos.nba.com/nba/pbp/media/2021/05/14/0022001057/324/4224e11c-02b0-3a27-c3a7-a4e0212e77c9_1280x720.mp4,False
hoop_cut_156,2020-21,23,Julius Randle,DREB,Randle REBOUND (Off:1 Def:10),NYK @ CHI,NYK,CHI,"Monday, February 1",4,https://videos.nba.com/nba/pbp/media/2021/02/01/0022000315/624/d78d41c2-d484-146f-408e-71757a221772_1280x720.mp4,False
hoop_cut_157,2020-21,25,Shai Gilgeous-Alexander,DREB,Gilgeous-Alexander REBOUND (Off:0 Def:1),OKC @ CHA,OKC,CHA,"Saturday, December 26",1,https://videos.nba.com/nba/pbp/media/2020/12/26/0022000022/90/dc4a3847-e460-e714-a152-ff14164f4cc9_1280x720.mp4,False
hoop_cut_158,2020-21,29,Jerami Grant,DREB,Grant REBOUND (Off:1 Def:6),PHX @ DET,PHX,DET,"Friday, January 8",3,https://videos.nba.com/nba/pbp/media/2021/01/08/0022000123/440/57947ee4-1eb4-b41e-5894-53b2696f20d6_1280x720.mp4,False
hoop_cut_159,2020-21,49,Anthony Edwards,DREB,Edwards REBOUND (Off:0 Def:1),MEM @ MIN,MEM,MIN,"Wednesday, May 5",1,https://videos.nba.com/nba/pbp/media/2021/05/05/0022000183/8/594975b1-1396-7578-e370-5b3644f3b960_1280x720.mp4,False
hoop_cut_160,2020-21,20,Jaylen Brown,DREB,Brown REBOUND (Off:0 Def:1),BOS @ PHI,BOS,PHI,"Friday, January 22",1,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000233/19/e8239ac6-57b2-4128-c234-86573f156996_1280x720.mp4,False
hoop_cut_161,2020-21,3,Damian Lillard,DREB,Lillard REBOUND (Off:0 Def:1),POR @ IND,POR,IND,"Tuesday, April 27",1,https://videos.nba.com/nba/pbp/media/2021/04/27/0022000929/63/09b80d26-ba07-af61-1bea-b593d153a5f6_1280x720.mp4,False
hoop_cut_162,2020-21,27,Paul George,DREB,George REBOUND (Off:0 Def:5),LAC @ DEN,LAC,DEN,"Friday, December 25",4,https://videos.nba.com/nba/pbp/media/2020/12/25/0022000009/681/a3634807-0d87-9df8-3870-4730fc52a657_1280x720.mp4,False
hoop_cut_163,2020-21,3,Damian Lillard,DREB,Lillard REBOUND (Off:0 Def:5),GSW @ POR,GSW,POR,"Wednesday, March 3",4,https://videos.nba.com/nba/pbp/media/2021/03/03/0022000550/603/42de9f3e-2901-5f8b-bbeb-3b58c37aed6c_1280x720.mp4,False
hoop_cut_164,2020-21,25,Shai Gilgeous-Alexander,DREB,Gilgeous-Alexander REBOUND (Off:0 Def:1),ORL @ OKC,ORL,OKC,"Tuesday, December 29",2,https://videos.nba.com/nba/pbp/media/2020/12/29/0022000052/253/d7397e4e-9652-7788-5609-d0a19c7be1b6_1280x720.mp4,False
hoop_cut_165,2020-21,7,Zach LaVine,DREB,LaVine REBOUND (Off:0 Def:2),CHI @ SAS,CHI,SAS,"Saturday, March 27",2,https://videos.nba.com/nba/pbp/media/2021/03/27/0022000697/209/c1e1a91c-8461-f0e4-eab6-6433dafedafe_1280x720.mp4,False
hoop_cut_166,2020-21,22,Collin Sexton,DREB,Sexton REBOUND (Off:0 Def:2),DET @ CLE,DET,CLE,"Wednesday, January 27",1,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000272/178/85f70a0e-38c0-6e72-eab9-35951099b941_1280x720.mp4,False
hoop_cut_167,2020-21,33,Jimmy Butler III,DREB,Butler REBOUND (Off:0 Def:4),MIA @ POR,MIA,POR,"Sunday, April 11",3,https://videos.nba.com/nba/pbp/media/2021/04/11/0022000814/431/4c6a2c81-7655-758d-725b-c402d35eac48_1280x720.mp4,False
hoop_cut_168,2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),LAC @ GSW,LAC,GSW,"Wednesday, January 6",2,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000116/247/0228974a-1ca6-cccb-37dc-6c7a56d89bb9_1280x720.mp4,False
hoop_cut_169,2020-21,17,LeBron James,DREB,James REBOUND (Off:0 Def:1),TOR @ LAL,TOR,LAL,"Sunday, May 2",2,https://videos.nba.com/nba/pbp/media/2021/05/02/0022000974/210/8e3a066f-7d8d-1b0b-7ae4-a4edfd1f5a2b_1280x720.mp4,False
hoop_cut_170,2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:6),HOU @ GSW,HOU,GSW,"Saturday, April 10",2,https://videos.nba.com/nba/pbp/media/2021/04/10/0022000802/282/372c4d0f-9733-cdfb-4602-b323ff970144_1280x720.mp4,False
hoop_cut_171,2020-21,8,Zion Williamson,DREB,Williamson REBOUND (Off:1 Def:3),CHI @ NOP,CHI,NOP,"Wednesday, March 3",1,https://videos.nba.com/nba/pbp/media/2021/03/03/0022000548/115/01a33f9a-6747-d1bc-ac20-954bdf19f12e_1280x720.mp4,False
hoop_cut_172,2020-21,49,Anthony Edwards,DREB,Edwards REBOUND (Off:0 Def:5),CLE @ MIN,CLE,MIN,"Sunday, January 31",4,https://videos.nba.com/nba/pbp/media/2021/01/31/0022000311/591/0f8a6281-2529-190f-fadd-6117d0120a62_1280x720.mp4,False
hoop_cut_173,2020-21,37,Christian Wood,DREB,Wood REBOUND (Off:1 Def:4),HOU @ MIA,HOU,MIA,"Monday, April 19",4,https://videos.nba.com/nba/pbp/media/2021/04/19/0022000871/494/871b1bc0-56a9-bb51-fed0-b0795aff33b8_1280x720.mp4,False
hoop_cut_174,2020-21,5,Giannis Antetokounmpo,DREB,G. Antetokounmpo REBOUND (Off:1 Def:5),MIL @ TOR,MIL,TOR,"Wednesday, January 27",2,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000277/194/d4493fe7-af76-179e-4a4a-8d30cf770270_1280x720.mp4,False
hoop_cut_175,2020-21,46,Fred VanVleet,DREB,VanVleet REBOUND (Off:0 Def:2),DAL @ TOR,DAL,TOR,"Monday, January 18",3,https://videos.nba.com/nba/pbp/media/2021/01/18/0022000210/380/ca30aac7-ba11-a4d5-54bc-ce8d3708aa33_1280x720.mp4,False
hoop_cut_176,2021-22,94,Kelly Oubre Jr.,DREB,Oubre Jr. REBOUND (Off:0 Def:4),CHA @ POR,CHA,POR,"Friday, December 17",4,https://videos.nba.com/nba/pbp/media/2021/12/17/0022100439/586/69202134-7e47-506d-da0b-e6c63664f6e8_1280x720.mp4,False
hoop_cut_177,2021-22,75,John Collins,DREB,Collins REBOUND (Off:0 Def:2),ATL @ PHI,ATL,PHI,"Thursday, December 23",1,https://videos.nba.com/nba/pbp/media/2021/12/23/0022100478/100/23b9af11-4888-0e12-ecaf-578f20964bfc_1280x720.mp4,False
hoop_cut_178,2021-22,8,Kyrie Irving,DREB,Irving REBOUND (Off:0 Def:1),BKN @ CHI,BKN,CHI,"Wednesday, January 12",1,https://videos.nba.com/nba/pbp/media/2022/01/12/0022100625/159/3851b2bb-c5c2-962e-8742-da60adf2757b_1280x720.mp4,False
hoop_cut_179,2021-22,29,Jimmy Butler III,DREB,Butler REBOUND (Off:0 Def:1),MIA @ BKN,MIA,BKN,"Wednesday, October 27",1,https://videos.nba.com/nba/pbp/media/2021/10/27/0022100057/17/e1bc1845-f82a-2004-6f62-a71e5b6f9ede_1280x720.mp4,False
hoop_cut_180,2021-22,36,Miles Bridges,DREB,Bridges REBOUND (Off:2 Def:3),NYK @ CHA,NYK,CHA,"Wednesday, March 23",4,https://videos.nba.com/nba/pbp/media/2022/03/23/0022101084/596/b0b72b0d-2c36-3039-ad23-cc61e382031e_1280x720.mp4,False
hoop_cut_181,2021-22,12,Devin Booker,DREB,Booker REBOUND (Off:0 Def:4),PHX @ UTA,PHX,UTA,"Wednesday, January 26",1,https://videos.nba.com/nba/pbp/media/2022/01/26/0022100731/46/01205f92-e44c-baee-0973-cc90b9f1e32b_1280x720.mp4,False
hoop_cut_182,2021-22,74,Jalen Brunson,DREB,Brunson REBOUND (Off:0 Def:3),DAL @ DEN,DAL,DEN,"Friday, October 29",2,https://videos.nba.com/nba/pbp/media/2021/10/29/0022100075/292/b4b7a5db-5b12-d002-16e8-8409be6f169e_1280x720.mp4,False
hoop_cut_183,2021-22,37,LaMelo Ball,DREB,Ball REBOUND (Off:3 Def:2),CHA @ IND,CHA,IND,"Wednesday, December 29",1,https://videos.nba.com/nba/pbp/media/2021/12/29/0022100517/111/3bf54c62-f877-57bc-a6e1-06307154aeb1_1280x720.mp4,False
hoop_cut_184,2021-22,90,Wendell Carter Jr.,DREB,Carter Jr. REBOUND (Off:0 Def:1),ORL @ DEN,ORL,DEN,"Monday, February 14",1,https://videos.nba.com/nba/pbp/media/2022/02/14/0022100864/22/94f33b4b-40f1-016b-d43f-46be83bce35f_1280x720.mp4,False
hoop_cut_185,2021-22,38,Julius Randle,DREB,Randle REBOUND (Off:0 Def:9),BKN @ NYK,BKN,NYK,"Wednesday, February 16",3,https://videos.nba.com/nba/pbp/media/2022/02/16/0022100877/453/0e53850a-a390-974d-afcb-27cb6f624aeb_1280x720.mp4,False
hoop_cut_186,2021-22,52,Desmond Bane,DREB,Bane REBOUND (Off:0 Def:4),MEM @ PHX,MEM,PHX,"Monday, December 27",2,https://videos.nba.com/nba/pbp/media/2021/12/27/0022100505/319/19c5810b-5755-2df2-9943-09b39248b1f5_1280x720.mp4,False
hoop_cut_187,2021-22,15,Karl-Anthony Towns,DREB,Towns REBOUND (Off:4 Def:7),MIN @ IND,MIN,IND,"Sunday, February 13",3,https://videos.nba.com/nba/pbp/media/2022/02/13/0022100857/423/f5735030-35d2-f652-ba82-2efc4e608f28_1280x720.mp4,False
